collection,title,date,description,type,spatial,subject,source,identifier,file
NYS Teachers' Association,1890?,1890?,"N. Y. S. Teachers' Association

psychology, pedagogy, history of education, methods, observation of model teaching and actual practice in teaching. It had a succession of remarkably able principals. Page, Perkins, Woolworth, Cochran, Arey, Alden and Waterbury, each of whom left his impress upon the education of his time. On the death of the last Dr. Wm. J. Mime was elected principal, and accepted on condition that the school be made a normal college, doing purely professional work. Consequently,...",Text,,N.Y.S. Teachers Association Proceedings; 1890s,NYS Teachers' Association Proceedings,S0045_13,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0689.jpeg
NYS Teachers' Association,"1890? — Saratoga Springs, NY",1890?,"NEW YORK STATE TEACHERS' ASSOCIATION.  
FORTY-FIFTH SESSION.  
SARATOGA SPRINGS, 1890.  

PROGRAM.  

MONDAY EVENING, JULY 7.  
Preliminary meeting for organization.  
Address of welcome to the association—  
Charles C. Lester, Esq., Saratoga.  
Response by the president of the association—  
Principal Walter B. Gunnison, Brooklyn.  
Annual educational address—  
Hon. Seth Low, LL.D., President Columbia College.  

TUESDAY MORNING, JULY 8.  
Business meeting of the association.  
The Professiona...",Text,"Saratoga Springs, NY","New York State Teachers' Association Program; 1890s; Saratoga Springs, NY",NYS Teachers' Association Proceedings,S0049,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0741.jpeg
NYS Teachers' Association,"1891 — Saratoga Springs, N.Y.",1891,"PROCEEDINGS  
OF THE  
FORTY-SIXTH ANNUAL MEETING  
OF THE  
NEW YORK STATE TEACHERS' ASSOCIATION,  
HELD AT  
Saratoga Springs, N.Y., July 6, 7 and 8, 1891.  

[hand holding page, index finger pointing to text]  

ALBANY:  
JAMES B. LYON, STATE PRINTER  
1891.  ",Text,"Saratoga Springs, N.Y.","Proceedings of the Forty-sixth Annual Meeting of the New York State Teachers' Association; 1890s; Saratoga Springs, N.Y.",NYS Teachers' Association Proceedings,S0051,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0774.jpeg
NYS Teachers' Association,1892,1892,"New York State Teachers' Association  
OFFICERS, 1892-93-94.  

President.  
George E. Hardy, Grammar School, No. 82, 1st Ave. and 70th St., N. Y.  

Vice-Presidents.  
S. G. Williams, Wayland E. Stearns, Mrs. J. F. Hopkins, Jennie B. Brook, Cornell University, Mohawk, Brooklyn, Elmira, Cortland, Hamilton.  

Secretary.  
WELLAND HENDRICK.  

Assistant Secretary.  
C. H. VAN TUYL.  

Transportation Agent.  
ARTHUR COOPER, 3 East 14th St., New York.  

Treasurer.  
PERCY I. BUGBEE.  

Superintend...",Text,,New York State Teachers' Association Officers List; 1890s,NYS Teachers' Association Proceedings,s0020-002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3358.jpeg
NYS Teachers' Association,"1894? — Saratoga Springs, New York",1894?,"```
1845 1894
The Forty-ninth Annual Meet-
ing of the New York State
Teachers' Association

At Saratoga Springs
July 9, 10, 11, 1894

The Second Annual Meeting
of the New York State Art
Teachers' Association
1892 1894
```

---

New York State Teachers' Association

PROGRAMME

Monday Evening, July 9, 1894, 7.45 o'clock.

Preliminary Meeting for Organization.

1. Address of Welcome to the Association,
Hon. Geo. M. CRIPPEN,
President of the Board of Education,
Saratoga Springs.

2. Address of the P...",Text,"Saratoga Springs, New York","Meeting Announcements for New York State Teachers' Associations; 1890s; Saratoga Springs, New York",NYS Teachers' Association Proceedings,S0020,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3357.jpeg
NYS Teachers' Association,1894?,1894?,"```
1845 1894
The Forty-ninth Annual Meet-
ing of the New York State
Teachers' Association

At Saratoga Springs
July 9, 10, 11, 1894

The Second Annual Meeting
of the New York State Art
Teachers' Association
1892 1894
```

---

New York State Teachers' Association

PROGRAMME

Monday Evening, July 9, 1894, 7.45 o'clock.

Preliminary Meeting for Organization.

1. Address of Welcome to the Association,
Hon. Geo. M. CRIPPEN,
President of the Board of Education,
Saratoga Springs.

2. Address of the P...",Text,,Meeting Announcements for New York State Teachers' Associations; 1890s,NYS Teachers' Association Proceedings,S0020,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3359.jpeg
NYS Teachers' Association,"1895 — Syracuse, New York",1895,"```plaintext
DEPARTMENT OF PUBLIC INSTRUCTION

34

was of those who, before the dawning of a better day, watch the flushing
east and the paling star.

Announcements were here made at this point by the president,
concerning the session of the New York State Art Teachers' Association in the
afternoon, and by transportation Agent Cooper concerning rates and routes
to the national educational meeting at Asbury Park.

PRESIDENT HARDY:—Not long ago one of our commissioners of
education of the City of ...",Text,"Syracuse, New York","Department of Public Instruction document; 1890s; Syracuse, New York",NYS Teachers' Association Proceedings,S0054,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0792.jpeg
NYS Teachers' Association,1895?,1895?,"```
STATE TEACHER'S ASSOCIATION

PROGRAM.

Monday Evening, July 1, 1895, 7.45 o'clock.

Preliminary meeting for organization.
Addresses of welcome to the Association—
Hon. Jacob Amos, Mayor of Syracuse.
Chancellor James R. Day, Syracuse University.
Rev. L. M. Clarke, Park Presbyterian Church.
A. B. Blodgett, Superintendent Syracuse Schools.
Response by the President.

Annual Educational address—
President J. G. Schurman, Cornell University.

Tuesday Morning, July 2, 9.30 o'clock.

Business meeti...",Text,,Meeting Program for the New York State Teachers Association; 1890s,NYS Teachers' Association Proceedings,S0054-16,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0793.jpeg
NYS Teachers' Association,1896 — New York City,1896,"**New York State Teachers' Association**

**OFFICERS, 1896-1897.**

**PRESIDENT.**
CHARLES E. WHITE . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ...",Text,New York City,New York State Teachers Association Officers List; 1890s; New York City,NYS Teachers' Association Proceedings,S0021-003,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3363.jpeg
NYS Teachers' Association,"1897 — Rochester, N.Y. and New York City",1897,"PROCEEDINGS  
OF THE  
New York State Teachers Association  

FIFTY-FIRST ANNUAL MEETING  
AT  
ROCHESTER, N. Y.,  
July 6 and 7, 1896.  

FIFTY-SECOND ANNUAL MEETING  
AT  
THE  
NORMAL COLLEGE, NEW YORK CITY,  
June 30 and July 1, 2, 3, 1897.  

WYNKOOP HALENBECK CRAWFORD CO.  
STATE PRINTERS,  
NEW YORK AND ALBANY.  
1898.  

[stamp: New York State Teachers Association]",Text,"Rochester, N.Y. and New York City","Proceedings of the New York State Teachers Association; 1890s; Rochester, N.Y. and New York City",NYS Teachers' Association Proceedings,S0054-018,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0795.jpeg
NYS Teachers' Association,"1897 — New York City, New York",1897,"New York State Teachers' Association

THE FIFTY-SECOND ANNUAL MEETING
AT THE
NORMAL COLLEGE,
68th and 69th Streets and Lexington Avenue, New York City,
JUNE 30, JULY 1, 2, 3, 1897.

[stamp: The Catskills.]

New York State Art Teachers' Association,
EIGHTH SEMI-ANNUAL MEETING,
Thursday and Friday, July 1 and 2, 1897.",Text,"New York City, New York","New York State Teachers' Association Meeting Program; 1890s; New York City, New York",NYS Teachers' Association Proceedings,S0021_002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3362.jpeg
NYS Teachers' Association,"1897 — New York City, New York",1897,"346-19

---

THE OFFICIAL BOOK
OF THE CONVENTION
1897

THE NEW YORK
STATE
TEACHERS' ASSOCIATION

NORMAL COLLEGE,
68th Street and Lexington Avenue,
NEW YORK CITY,
JUNE 30, JULY 1, 2, 3, 1897

[stamp: New York State Teachers' Association]",Text,"New York City, New York","Labeled envelope or folder; 1890s; New York City, New York",NYS Teachers' Association Proceedings,S0023,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3374.jpeg
NYS Teachers' Association,1897?,1897?,"**NEW YORK STATE TEACHERS ASSOCIATION**

---

**JOHN JASPERE**  
Superintendent of Schools.

There was every cause for a panic in Primary School No. 9 of this city the other day. But owing to the excellent system of discipline, not a child left her place. As a result I was able to avert a possible calamity. As a result of the excellent system of discipline, not a child left her place. As a result I was able to avert a possible calamity. As a result of the excellent system of discipline, not a ch...",Text,,New York State Teachers Association Proceedings; 1890s,NYS Teachers' Association Proceedings,S0024_1,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3375.jpeg
NYS Teachers' Association,1897?,1897?,"[Note: The provided image does not appear to be a historical document from the New York State Common School system (1800s-1900s). Instead, it shows a page from a publication related to the New York State Teachers Association, dated May 28th, 1897. The content includes an article titled ""Literature and Business"" by Mr. John T. Nicolson, a letter from Jxo. T. Nicolson, and a poem titled ""Our June Rose"" by Edmund Clarence Stedman. Given this, I will transcribe the visible text as requested, adherin...",Text,,New York State Teachers Association Proceedings; 1890s,NYS Teachers' Association Proceedings,S0026-0012,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3390.jpeg
NYS Teachers' Association,1897? — New York City,1897?,"```
NEW YORK STATE ART TEACHERS' ASSOCIATION

Walter S. Goodnough,
Supervisor of Drawing in the Public Schools,
Brooklyn, N.Y.

EIGHTH SEMI-ANNUAL MEETING,
THURSDAY and FRIDAY, JULY 1 and 2, 1897,

IN CONTINUATION WITH THE
FIFTY-SECOND ANNUAL MEETING
OF THE

NEW YORK STATE TEACHERS' ASSOCIATION,

AT THE
Normal College Training School,
NEW YORK CITY.
69TH AND 69TH STS. AND LEXINGTON AVE..

OFFICERS.
WALTER S. GOODNOUGH, President, Brooklyn.
ELIZABETH A. HERRICK, Secretary, New York City.
ANNIE L....",Text,New York City,New York State Teachers' Association Meeting Announcement; 1890s; New York City,NYS Teachers' Association Proceedings,S0026-17,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3395.jpeg
NYS Teachers' Association,"1898 — Rochester, N.Y.",1898,"PROCEEDINGS:::
OF THE
New York State...
Teachers' Association
FIFTY-THIRD ANNUAL MEETING
AT
ROCHESTER, N. Y.,
July 5th, 6th and 7th, 1898.

GENERAL MEETINGS:
Central Church, corner Sophia and Church Streets.

SECTION MEETINGS:
Monroe County Court House.

[stamp: New York State Teachers' Association]",Text,"Rochester, N.Y.","New York State Teachers' Association Proceedings; 1890s; Rochester, N.Y.",NYS Teachers' Association Proceedings,S0056,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0809.jpeg
NYS Teachers' Association,1900?,1900?,"OFFICERS 1900.

President,  
JOHN T. NICHOLSON, 509 West 146th St., New York.

Vice-Presidents,  
HERBERT J. PEASE, Utica.  
MARY A. MAGOVERN, New York.  
D. L. BATCHELLER, Buffalo.  
S. McKEE SMITH, Chatham.

Secretary,  
RICHARD A. SEARING, 478 Alexander St., Rochester.

Assistant Secretary,  
BENJAMIN VEIT, 173 E. 95th St., New York.

Treasurer,  
W. H. BENEDICT, Elmira.

Assistant Treasurer,  
JOHN C. CHASE, Saratoga Springs.

Transportation Agent,  
JAMES H. MCINNES, Brooklyn.

Superintende...",Text,,New York State Teachers' Meeting Officers 1900; 1900s,NYS Teachers' Association Proceedings,S0043-002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0665.jpeg
NYS Teachers' Association,"1900 — Thousand Islands, N.Y.",1900,"```
PROCEEDINGS
OF THE
New York State Teachers' Association.

FIFTY-FIFTH ANNUAL MEETING
AT
THOUSAND ISLANDS, N. Y.,
July 5, 6 and 7, 1900.

PUBLISHED BY THE ASSOCIATION FOR DISTRIBUTION
TO ITS MEMBERS.

EDITED BY
JAMES T. LEE, M.A., L.L.B.

NEW YORK
1901.
```

---

PROCEEDINGS  
OF THE  
New York State Teachers' Association.  

FIFTY-SIXTH ANNUAL MEETING  
AT  
BUFFALO, N. Y.,  
July 5 and 6, 1901.  

BUFFALO:  
A. T. Brown Printing House.  
1901.  

[stamp: New York State Teachers' Association...",Text,"Thousand Islands, N.Y.","Proceedings of the New York State Teachers' Association; 1900s; Thousand Islands, N.Y.",NYS Archives District Consolidation Data,CG0002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0671.jpeg
NYS Teachers' Association,"1900? — New York, N.Y.",1900?,"```
19
NEW YORK STATE TEACHERS' ASSOCIATION.

National Summer School
GLENS FALLS, N.Y.

Beginning July 20th, 1897.

CIRCULARS will be sent free to any one on application. They will also be found at the Meeting of the State Teachers' Association. Excursion fare from New York to Glens Falls and return will be $8.88. The same for Niagara Falls or Buffalo, $13.85.

The work of this school embraces a Department of Professional Training with such instructors as Dr. Richard G. Aldrich, Dr. Edgar C. Boo...",Text,"New York, N.Y.","National Summer School Advertisement; 1900s; New York, N.Y.",NYS Teachers' Association Proceedings,S0026,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3386.jpeg
NYS Teachers' Association,"1901? — Buffalo, New York",1901?,"Proceedings of the  
New York State  
Teachers' Association  

[illustration of a lit oil lamp centered on the page]  

Fifty-sixth Annual Meeting at Buffalo, New York  
July fifth and sixth, Nineteen Hundred and One  ",Text,"Buffalo, New York","Proceedings of the New York State Teachers' Association; 1900s; Buffalo, New York",NYS Teachers' Association Proceedings,S0043-016,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0672.jpeg
NYS Teachers' Association,"1901 — Buffalo, N.Y.",1901,"```
PROCEEDINGS
OF THE
New York State Teachers' Association.

FIFTY-FIFTH ANNUAL MEETING
AT
THOUSAND ISLANDS, N. Y.,
July 5, 6 and 7, 1900.

PUBLISHED BY THE ASSOCIATION FOR DISTRIBUTION
TO ITS MEMBERS.

EDITED BY
JAMES T. LEE, M.A., L.L.B.

NEW YORK
1901.
```

---

PROCEEDINGS  
OF THE  
New York State Teachers' Association.  

FIFTY-SIXTH ANNUAL MEETING  
AT  
BUFFALO, N. Y.,  
July 5 and 6, 1901.  

BUFFALO:  
A. T. Brown Printing House.  
1901.  

[stamp: New York State Teachers' Association...",Text,"Buffalo, N.Y.","Proceedings of the New York State Teachers' Association; 1900s; Buffalo, N.Y.",NYS Archives District Consolidation Data,CG0002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0673.jpeg
NYS Teachers' Association,"1901? — Buffalo, New York",1901?,"NEW YORK STATE TEACHERS' ASSOCIATION

FIFTY-SIXTH ANNUAL MEETING AT BUFFALO, JULY 5 AND 6

OFFICERS, 1900-1901.

President.
JOHN T. NICHOLSON, New York.

Vice-Presidents.
F. J. SAGENDORPH, Hudson.
ADA GATES, Buffalo.
JOHN DWYER, New York.
ELLA M. DEWITT, Johnstown.

Secretary.
RICHARD A. SEARING, Rochester.

Assistant Secretary.
BENJAMIN VEIT, New York.

Treasurer.
W. H. BENEDICT, Elmira.

Assistant Treasurer.
JOHN C. CHASE, Saratoga Springs.

Transportation Agent.
JAMES H. MCINNESS, Brooklyn.

...",Text,"Buffalo, New York","New York State Teachers Association Officers List; 1900s; Buffalo, New York",NYS Teachers' Association Proceedings,S0043-018,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0674.jpeg
NYS Teachers' Association,"1901 — Buffalo, N.Y.",1901,"PROCEEDINGS  
OF THE  
New York State Teachers' Association.  

FIFTY-SIXTH ANNUAL MEETING  
AT  
BUFFALO, N. Y.,  
July 5 and 6, 1901.  

BUFFALO :  
A. T. Brown Printing House.  
1901.  

[stamp: New York State Teachers' Association]

---

CONTENTS.

General Meetings, ........................... PAGE
President's Address, ......................... 5
Dr. Walsh's Address, ......................... 5
Dr. Putnam's Address, ....................... 6
Committee Appointments, .................... 9
Ele...",Text,"Buffalo, N.Y.","Proceedings of the New York State Teachers' Association; 1900s; Buffalo, N.Y.",NYS Teachers' Association Proceedings,S0044,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0675.jpeg
NYS Teachers' Association,"1901 — Buffalo, New York",1901,"NEW YORK STATE TEACHERS' ASSOCIATION

FIFTY-SIXTH ANNUAL MEETING AT BUFFALO, JULY 5 AND 6, 1901

OFFICERS, 1900-1901.

President.
JOHN T. NICHOLSON, New York.

Vice-Presidents.
F. J. SAGENDORPH, Hudson.
ADA GATES, Buffalo.
JOHN DWYER, New York.
ELLA M. DEWITT, Johnstown.

Secretary.
RICHARD A. SEARING, Rochester.

Assistant Secretary.
BENJAMIN VEIT, New York.

Treasurer.
W. H. BENEDICT, Elmira.

Assistant Treasurer.
JOHN C. CHASE, Saratoga Springs.

Transportation Agent.
JAMES H. MCINNESS, Brook...",Text,"Buffalo, New York","New York State Teachers' Association Officers List; 1900s; Buffalo, New York",NYS Teachers' Association Proceedings,S0044_3,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0676.jpeg
NYS Teachers' Association,"1902? — Saratoga, New York",1902?,"PROCEEDINGS OF THE
NEW YORK STATE
TEACHERS' ASSOCIATION

FIFTY-SEVENTH ANNUAL MEETING

AT SARATOGA, NEW YORK
JULY SECOND AND THIRD
NINETEEN HUNDRED TWO

EDITED BY
RICHARD A. SEARING,
Secretary N. Y. S. T. Association.

[stamp: New York State Teachers' Association]",Text,"Saratoga, New York","Proceedings of the New York State Teachers' Association; 1900s; Saratoga, New York",NYS Teachers' Association Proceedings,S0044_004,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0677.jpeg
NYS Teachers' Association,1905,1905,"S 293  
NYSTA  
History  

Proceedings  
Bound Volume  

1905-6  

[stamp: NYSTA History Proceedings]",Text,,NYSTA History Proceedings Bound Volume; 1900s,NYS Teachers' Association Proceedings,S0045_04,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0683.jpeg
NYS Teachers' Association,"1905 — Syracuse, New York",1905,"The image provided is a page from a document discussing the significance and scale of schools in a typical Midwestern city during the 1800s-1900s. The left side of the page features an illustration with the caption ""SCHOOLS ARE BIG BUSINESS,"" depicting a bustling school scene with students, teachers, and a building that appears to be a school. The right side of the page contains the main text, which is transcribed below following the specified rules.

---

**SCHOOLS ARE BIG BUSINESS**

For examp...",Text,"Syracuse, New York","Schools as Big Business; 1900s; Syracuse, New York",NYS Teachers' Association Proceedings,S0045,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0684.jpeg
NYS Teachers' Association,1906 — Syracuse,1906,"The image provided is a page from a document discussing the significance and scale of schools in a typical Midwestern city during the 1800s-1900s. The left side of the page features an illustration with the caption ""SCHOOLS ARE BIG BUSINESS,"" depicting a bustling school scene with students, teachers, and a building that appears to be a school. The right side of the page contains the main text, which is transcribed below following the specified rules.

---

**SCHOOLS ARE BIG BUSINESS**

For examp...",Text,Syracuse,Schools as Big Business; 1900s; Syracuse,NYS Teachers' Association Proceedings,S0045,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0692.jpeg
NYS Teachers' Association,"1911? — New York, New York",1911?,"```
19
NEW YORK STATE TEACHERS' ASSOCIATION.

National Summer School
GLENS FALLS, N.Y.

Beginning July 20th, 1897.

CIRCULARS will be sent free to any one on application. They will also be found at the Meeting of the State Teachers' Association. Excursion fare from New York to Glens Falls and return will be $8.88. The same for Niagara Falls or Buffalo, $13.85.

The work of this school embraces a Department of Professional Training with such instructors as Dr. Richard G. Aldrich, Dr. Edgar C. Boo...",Text,"New York, New York","National Summer School Advertisement; 1910s; New York, New York",NYS Teachers' Association Proceedings,S0026,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3388.jpeg
NYS Teachers' Association,1911?,1911?,"```
19
NEW YORK STATE TEACHERS' ASSOCIATION.

National Summer School
GLENS FALLS, N.Y.

Beginning July 20th, 1897.

CIRCULARS will be sent free to any one on application. They will also be found at the Meeting of the State Teachers' Association. Excursion fare from New York to Glens Falls and return will be $8.88. The same for Niagara Falls or Buffalo, $13.85.

The work of this school embraces a Department of Professional Training with such instructors as Dr. Richard G. Aldrich, Dr. Edgar C. Boo...",Text,,National Summer School Advertisement; 1910s,NYS Teachers' Association Proceedings,S0026,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3394.jpeg
NYS Teachers' Association,1922?,1922?,"```
5293
Box 110
340 ④

Official and New York State
Magazine The New York State
1845 &c
[illegible]

Bound Volumes To Be Found
in
[stamp: New York State Library, Columbia - complete]

Vol.
1
2
3
4
5
6
7
8
9
10
11

Dates
1845-1847
1847-1851
1851-1853
1853-1857
1857-1861
1861-1863
1863-1867
1867-1871
1871-1875
1875-1879
1879-1883

Status
Official-merged with American Journal of Education by merger at Teachers College, Columbia - complete
Official - merged with American Journal of Education by merg...",Text,,Official Minutes of the New York State Teachers Association; 1920s,NYS Teachers' Association Proceedings,S0009_0001,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3326.jpeg
NYS Teachers' Association,1923?,1923?,"```
The New York State Teachers' Association

What it has done for the Teachers
What it proposes doing

Why You Should Join

[T]HE New York State Teachers' Association is the teaching profession of the State of New York organized and functioning. During 1923-24 it has enrolled a membership of nearly 24,000. This is an enrollment of teachers — state wide outlook and interest in the public schools of the State of New York. The Association is coming to be regarded as a unit in the state educational...",Text,,New York State Teachers' Association Pamphlet; 1920s,NYS Teachers' Association Proceedings,S0030-002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0615.jpeg
NYS Teachers' Association,1925?,1925?,"The New York State Teachers' Association

5. Adequate school buildings and equipment.
6. Equality of school cost for all citizens.
7. Salary standards commensurate with service standards.
8. Safeguarded tenure.
9. Protection of the schools from partisan and personal politics.
10. Satisfactory living conditions for teachers.
11. Adequate provision for retired teachers.
12. A spirit of democracy throughout school service.
13. Association of teachers for professional and social benefits.
14. Close ...",Text,,New York State Teachers' Association; 1920s,NYS Teachers' Association Proceedings,S0033-004,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0623.jpeg
NYS Teachers' Association,1926?,1926?,"The New York State Teachers' Association

Delegates has adopted a zoning system whereby the State is divided into seven zones or districts. These districts and the meetings for the present year are as follows:

Northern District
Franklin and St. Lawrence Counties
Meeting place POTSDAM on Thursday and Friday, October 7-8, 1926.
Officers: President, Carlos S. Blood, District Superintendent of Schools, Hurlbuton; Vice-President, Gertrude E. Hyde, District Superintendent of Schools, Mora; Secretary-...",Text,,New York State Teachers' Association District Meetings; 1920s,NYS Teachers' Association Proceedings,S0034-005,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0631.jpeg
NYS Teachers' Association,1927,1927,"THE HONOR ROLL  
OF THE  
New York State Teachers Association  
1927  

[stamp: New York State Teachers Association]  

LIST OF  
Supervising Units  
Reporting 100% Membership in  
the Association  

May 1, 1927  ",Text,,New York State Teachers Association Honor Roll 1927; 1920s,NYS Teachers' Association Proceedings,S0035-002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0635.jpeg
NYS Teachers' Association,"1927? — Utica (event), Albany (publisher)",1927?,"New York State Teachers
DISTRICT OFFICERS AND MEETINGS

NORTHERN DISTRICT
Franklin and St. Lawrence Counties
Meeting Place, Potsdam, Thursday and Friday, October 6-7, 1927

OFFICERS
President, Gertrude E. Hyde, District Superintendent of Schools, Moira; Vice-President, Arthur J. Laidlaw, Superintendent of Schools, Ogdensburg; Secretary-Treasurer, Charles Van Housen, Principal Senior High School, Potsdam Normal School.

CENTRAL DISTRICT
Cayuga, Hamilton, Herkimer, Jefferson, Lewis, Madison, Oneid...",Text,Utica,Pamphlet: 'Where Do We Stand: An Address' before the New York State Teachers' Association (1855); 1920s; Utica,NYS Teachers' Association Advocacy Materials,AG005,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0654.jpeg
NYS Teachers' Association,1927? — New York State Teachers' Association history notes,1927?,"State Teachers' Association
OFFICERS AND MEETINGS.

WESTERN DISTRICT
Cattaraugus, Chautauqua, Erie, Genesee and Niagara Counties
Meeting Place, Buffalo, Friday and Saturday, November 4-5, 1927

OFFICERS
President, Harry W. Rockwell, Principal, State Normal School, Buffalo;
Vice-President, Roy B. Kelley, Superintendent of Schools, Lockport;
Secretary-Treasurer, Frances Hickok, Niagara Falls.

SOUTHEASTERN DISTRICT
Nassau, Orange, Putnam, Rockland, Suffolk, Sullivan and Westchester Counties
Meetin...",Text,New York State Teachers' Association history notes,Typed excerpt: history of the New York State Teachers' Association (c. 19th century); 1920s; New York State Teachers' Association history notes,NYS Teachers' Association Advocacy Materials,AG006,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0655.jpeg
NYS Teachers' Association,1941,1941,"The image provided is a typed document, not a handwritten one. Therefore, it does not require transcription in the style of 19th-century American handwriting. However, I can provide a transcription of the typed text as it appears in the image:

---

**September 19, 1941**

Mr. John C. Malloch  
District Superintendent of Schools  
Churchville, New York  

My dear John;

When and if we get around to preparing a history of the New York State Teachers Association we shall need all the documentary m...",Text,,Letter regarding history of New York State Teachers Association; 1940s,NYS Teachers' Association Proceedings,S0031_001,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0619.jpeg
NYS Teachers' Association,Undated,Undated,"Announcement for 1926-27

The
New York State Teachers' Association

ITS GOAL—
Every Teacher a Member

WHAT IT HAS DONE
FOR THE TEACHERS

WHAT IT PROPOSES DOING

Why You Should Join!

[stamp: New York State Teachers' Association]",Text,,"Announcement for 1926-27, The New York State Teachers' Association",NYS Teachers' Association Proceedings,S0033_002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0621.jpeg
NYS Teachers' Association,"Undated — Rochester, New York",Undated,"```
The New York State Teachers' Association

THE ORGANIZATION IN BRIEF

1. MEMBERSHIP—Anyone actively engaged in teaching in New York, whether in public or private schools, is eligible to active membership.

2. DUES—Annual dues are based on salary received. This includes your subscription to New York State Education.

3. REPRESENTATIVE ASSEMBLY—This is the legislative body of the N. Y. S. T. A. It is composed of delegates representing affiliated local units. It meets annually in connection with...",Text,"Rochester, New York","New York State Teachers' Association Organization Details; Rochester, New York",NYS Teachers' Association Proceedings,S0034,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0627.jpeg
NYS Teachers' Association,Undated,Undated,"The New York State Teachers' Association

5. It defeated the bill which had for its object the taking away from rural teachers the quotas of their expenses in attending conferences.

6. It secured the abolition of the military training law.

7. It defeated the bill which was intended to place the power of appointing and fixing teachers' salaries by other authorities than Boards of Education.

8. It favored the law recently passed providing eight annual increments for teachers in the kindergarten...",Text,,New York State Teachers' Association Proposal,NYS Teachers' Association Proceedings,S0034_3,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0629.jpeg
NYS Teachers' Association,Undated,Undated,"The New York State Teachers' Association

separated. It pays to rub elbows with our fellow workers. Many of our best teachers holding the highest positions at- tribute their rise in the profession to their wide acquaintance with teachers in general and their close acquaintance with edu- cational leaders.

Membership in a strong, active, efficient organization of the workers in our branch of professional service is a source of inspiration and of a feeling of independence.

Every teacher worthy of...",Text,,Letter from New York State Teachers' Association,NYS Teachers' Association Proceedings,S0034_07,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0633.jpeg
